id_parliament,First name,Last name,Full name,Party,Government position,Phone,Parliamentary phone number,Constituency phone number,Parliamentary email address,Constituency email address
4783,Kate,Osborne,Kate Osborne,Labour,,0191 466 1509,0191 466 1509,0191 466 1509,kate.osborne.mp@parliament.uk,
4779,Taiwo,Owatemi,Taiwo Owatemi,Labour,,020 7219 5842,020 7219 5842,024 7767 2089,taiwo.owatemi.mp@parliament.uk,Taiwo.owatemi.mp@parliament.uk
4777,Sarah,Owen,Sarah Owen,Labour,,020 7219 8409,020 7219 8409,01582 488208,sarah.owen.mp@parliament.uk,sarah.owen.mp@parliament.uk
5243,Andrew,Pakes,Andrew Pakes,Labour (Co-op),,07737 823717,,07737 823717,,
5162,Matthew,Patrick,Matthew Patrick,Labour,,0207 219 7907,0207 219 7907,0151 319 3998,matthew.patrick.mp@parliament.uk,
5115,Jon,Pearce,Jon Pearce,Labour,,01298 918189,,01298 918189,,
4520,Matthew,Pennycook,Matthew Pennycook,Labour,,020 7219 6280,020 7219 6280,,matthew.pennycook.mp@parliament.uk,
3952,Toby,Perkins,Mr Toby Perkins,Labour,,020 7219 2320,020 7219 2320,01246 386286,toby.perkins.mp@parliament.uk,
4370,Jess,Phillips,Jess Phillips,Labour,,020 7219 8703,020 7219 8703,0121 708 2412,jess.phillips.mp@parliament.uk,
4046,Bridget,Phillipson,Bridget Phillipson,Labour,,020 7219 7087,020 7219 7087,0191 584 4317,bridget.phillipson.mp@parliament.uk,
5360,David,Pinto-Duschinsky,David Pinto-Duschinsky,Labour,,020 7219 7280,020 7219 7280,,david.pintoduschinsky.mp@parliament.uk,
4673,Jo,Platt,Jo Platt,Labour (Co-op),,01942 950219,,01942 950219,,
5144,Richard,Quigley,Mr Richard Quigley,Labour,,01983 244980,,01983 244980,,
3924,Yasmin,Qureshi,Yasmin Qureshi,Labour,,020 7219 7019,020 7219 7019,01204 371202,yasmin.qureshi.mp@parliament.uk,
4356,Angela,Rayner,Angela Rayner,Labour,,020 7219 8782,020 7219 8782,0161 342 5800,angela.rayner.mp@parliament.uk,
5316,Mike,Reader,Mike Reader,Labour,,0207 219 3000,0207 219 3000,,mike.reader.mp@parliament.uk,
4268,Steve,Reed,Steve Reed,Labour (Co-op),,020 7219 7297,020 7219 7297,,steve.reed.mp@parliament.uk,
4620,Ellie,Reeves,Ellie Reeves,Labour,,020 7219 2589,020 7219 2589,020 7219 2668,ellie.reeves.mp@parliament.uk,
4031,Rachel,Reeves,Rachel Reeves,Labour,,020 7219 7097,020 7219 7097,0113 255 2311,rachel.reeves.mp@parliament.uk,leedswestandpudsey@parliament.uk
5079,Joani,Reid,Joani Reid,Labour,,020 7219 1433,020 7219 1433,01355 200970,joani.reid.mp@parliament.uk,
4077,Emma,Reynolds,Emma Reynolds,Labour,,020 7219 3000,020 7219 3000,,emma.reynolds.mp@parliament.uk,
4119,Jonathan,Reynolds,Jonathan Reynolds,Labour (Co-op),,0161 367 8077,,0161 367 8077,,
4654,Matt,Rodda,Matt Rodda,Labour,,0207 219 3980,0207 219 3980,0118 466 1252,matt.rodda.mp@parliament.uk,mattroddampcasework@parliament.uk
5324,Sarah,Russell,Sarah Russell,Labour,,020 7219 6638,,020 7219 6638,,
5259,Jeevun,Sandher,Dr Jeevun Sandher,Labour,,01509 351051,,01509 351051,,jeevun.sandher.mp@parliament.uk
5166,Mark,Sewards,Mark Sewards,Labour,,0113 529 0596,,0113 529 0596,,
4409,Naz,Shah,Naz Shah,Labour,,020 7219 8603,020 7219 8603,01274 725171,naz.shah.mp@parliament.uk,
4998,Michael,Shanks,Michael Shanks,Labour,,0141 319 8998,,0141 319 8998,,
4518,Tulip,Siddiq,Tulip Siddiq,Labour,,020 8127 5525,020 8127 5525,,tulip.siddiq.mp@parliament.uk,
4638,Tanmanjeet,Singh Dhesi,Mr Tanmanjeet Singh Dhesi,Labour,,0207 219 1946,0207 219 1946,,tan.dhesi.mp@parliament.uk,
5059,Gurinder,Singh Josan,Gurinder Singh Josan,Labour,,0121 423 2933,,0121 423 2933,,cs@gsjosan.co.uk
1516,Andy,Slaughter,Andy Slaughter,Labour,,020 7219 4990,020 7219 4990,020 7610 1950,slaughtera@parliament.uk,andy@andyslaughter.com
4456,Jeff,Smith,Jeff Smith,Labour,,020 7219 5878,020 7219 5878,0161 445 0678,jeff.smith.mp@parliament.uk,
3928,Nick,Smith,Nick Smith,Labour,,020 7219 7018,020 7219 7018,01495 313167,nick.smith.mp@parliament.uk,
5117,Sarah,Smith,Sarah Smith,Labour,,01254 926 487,,01254 926 487,,
4444,Karin,Smyth,Karin Smyth,Labour,,0117 953 3575,,0117 953 3575,,
4595,Gareth,Snell,Gareth Snell,Labour (Co-op),,01782 971949,,01782 971949,,
4658,Alex,Sobel,Alex Sobel,Labour (Co-op),,0207 219 8295,0207 219 8295,0113 898 0969,alex.sobel.mp@parliament.uk,alex@alexsobel.co.uk
5110,Euan,Stainbank,Euan Stainbank,Labour,,01324 868 715,,01324 868 715,,
5206,Elaine,Stewart,Elaine Stewart,Labour,,01292 502058,,01292 502058,,
5035,Will,Stone,Will Stone,Labour,,01793 540040,,01793 540040,,
5000,Alistair,Strathern,Alistair Strathern,Labour,,020 7219 6004,020 7219 6004,,alistair.strathern.mp@parliament.uk,
