id_parliament,First name,Last name,Full name,Party,Government position,Phone,Parliamentary phone number,Constituency phone number,Parliamentary email address,Constituency email address
3482,Lord,Alli,Lord Alli,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4533,Baroness,Altmann,Baroness Altmann,Non-affiliated,,020 7219 3000,020 7219 3000,,altmannr@parliament.uk,
3477,Baroness,Amos,Baroness Amos,Labour,,020 7219 3000,020 7219 3000,,contactholmember@parliament.uk,
2534,Baroness,Andrews,Baroness Andrews,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2500,Baroness,Ashton of Upholland,Baroness Ashton of Upholland,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4223,Baroness,Bakewell,Baroness Bakewell,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4285,Baroness,Bakewell of Hardington Mandeville,Baroness Bakewell of Hardington Mandeville,Liberal Democrat,,020 7219 8310,020 7219 8310,,bakewellc@parliament.uk,
2501,Baroness,Barker,Baroness Barker,Liberal Democrat,,020 7219 2955,020 7219 2955,,contactholmember@parliament.uk,
5367,Baroness,Batters,Baroness Batters,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1438,Lord,Beamish,Lord Beamish,Labour,,020 7219 5353,020 7219 5353,,beamish@parliament.uk,
513,Lord,Beith,Lord Beith,Liberal Democrat,,020 7219 3540,020 7219 3540,,beithalanj@gmail.com,
4167,Baroness,Benjamin,Baroness Benjamin,Liberal Democrat,,020 7219 8901,020 7219 8901,,benjaminf@parliament.uk,
1547,Lord,Benyon,Lord Benyon,Crossbench,,020 7219 5353,020 7219 5353,,benyonr@parliament.uk,
4036,Baroness,Berger,Baroness Berger,Labour,,020 7219 3494,020 7219 3494,,bergerl@parliament.uk,
3526,Lord,Berkeley,Lord Berkeley,Labour,,020 7219 5353,020 7219 5353,,berkeleyafg@parliament.uk,
3605,Lord,Best,Lord Best,Crossbench,,020 7219 6799,020 7219 6799,,best@parliament.uk,
3832,Lord,Bew,Lord Bew,Crossbench,,020 7219 5353,020 7219 5353,,bewp@parliament.uk,
3863,Lord,Bichard,Lord Bichard,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3809,Lord,Bilimoria,Lord Bilimoria,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2538,Baroness,Billingham,Baroness Billingham,Labour,,02072195353,02072195353,,a.billingham77@btinternet.com,
4564,Lord,Bird,Lord Bird,Crossbench,,020 7219 5353,020 7219 5353,,birdja@parliament.uk,
2533,Lord,Birt,Lord Birt,Crossbench,,020 7219 8723,020 7219 8723,,birtj@parliament.uk,
4915,Baroness,Black of Strome,Baroness Black of Strome,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4724,Baroness,Blower,Baroness Blower,Labour,,020 7219 5353,020 7219 5353,,blowerc@parliament.uk,
3699,Baroness,Bonham-Carter of Yarnbury,Baroness Bonham-Carter of Yarnbury,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4884,Lord,Botham,Lord Botham,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5385,Baroness,Bousted,Baroness Bousted,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4562,Baroness,Bowles of Berkhamsted,Baroness Bowles of Berkhamsted,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3496,Lord,Bowness,Lord Bowness,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4704,Baroness,Boycott,Baroness Boycott,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
452,Lord,Bradley,Lord Bradley,Labour,,020 7219 4207,020 7219 4207,,bradleykj@parliament.uk,
2483,Lord,Bradshaw,Lord Bradshaw,Liberal Democrat,,020 7219 8621,020 7219 8621,,bradshaww@parliament.uk,
3514,Lord,Bragg,Lord Bragg,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2550,Lord,Brennan,Lord Brennan,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4241,Baroness,Brinton,Baroness Brinton,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3333,Viscount,Brookeborough,Viscount Brookeborough,Crossbench,,020 7219 1668,020 7219 1668,,contactholmember@parliament.uk,
4565,Baroness,Brown of Cambridge,Baroness Brown of Cambridge,Crossbench,,020 7219 5463,020 7219 5463,,kingjb@parliament.uk,
1583,Baroness,Brown of Silvertown,Baroness Brown of Silvertown,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4701,Baroness,Bryan of Partick,Baroness Bryan of Partick,Labour,,020 7219 5353,020 7219 5353,,bryanp@parliament.uk,
4706,Baroness,Bull,Baroness Bull,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
238,Lord,Burnett,Lord Burnett,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3351,Lord,Burns,Lord Burns,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1567,Baroness,Burt of Solihull,Baroness Burt of Solihull,Liberal Democrat,,020 7219 8269,020 7219 8269,,burtl@parliament.uk,
3804,Baroness,Butler-Sloss,Baroness Butler-Sloss,Crossbench,,020 7219 3156,020 7219 3156,,butlerslosse@parliament.uk,
5391,Baroness,Caine of Kentish Town,Baroness Caine of Kentish Town,Labour,,020 7219 5353,020 7219 5353,,cainede@parliament.uk,
3871,Baroness,Campbell of Loughborough,Baroness Campbell of Loughborough,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3831,Baroness,Campbell of Surbiton,Baroness Campbell of Surbiton,Crossbench,,020 7219 5124,020 7219 5124,,campbelljs@parliament.uk,
499,Lord,Campbell-Savours,Lord Campbell-Savours,Labour,,020 7219 3513,020 7219 3513,,campbellsavours@parliament.uk,
5390,Baroness,Carberry of Muswell Hill,Baroness Carberry of Muswell Hill,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4712,Lord,Carrington,Lord Carrington,Crossbench,,020 7219 8892,020 7219 8892,,carringtonr@parliament.uk,
4896,Baroness,Casey of Blackstock,Baroness Casey of Blackstock,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5369,Baroness,Cass,Baroness Cass,Crossbench,,020 7219 5353,020 7219 5353,,rivisn@parliament.uk (staff),
4578,Baroness,Cavendish of Little Venice,Baroness Cavendish of Little Venice,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3308,Viscount,Chandos,Viscount Chandos,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1946,Lord,Chartres,Lord Chartres,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4330,Baroness,Chisholm of Owlpen,Baroness Chisholm of Owlpen,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3395,Lord,Christopher,Lord Christopher,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
599,Baroness,Clark of Calton,Baroness Clark of Calton,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3396,Lord,Clement-Jones,Lord Clement-Jones,Liberal Democrat,,020 7219 5353,020 7219 5353,,clementjonest@parliament.uk,
4997,de,Clifford,Lord de Clifford,Crossbench,,020 7219 5353,020 7219 5353,,decliffordm@parliament.uk,
4248,Viscount,Colville of Culross,Viscount Colville of Culross,Crossbench,,020 7219 5353,020 7219 5353,,colvillec@parliament.uk,
3364,Baroness,Cox,Baroness Cox,Crossbench,,020 7219 5353,020 7219 5353,,caroline.cox@hart-uk.org,
3783,Lord,Crisp,Lord Crisp,Crossbench,,020 7219 5353,020 7219 5353,,crisp@parliament.uk,
2594,Lord,Cromwell,Lord Cromwell,Crossbench,,020 7219 5678,020 7219 5678,,cromwellg@parliament.uk,
181,Lord,Cryer,Lord Cryer,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3982,Baroness,Curran,Baroness Curran,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3709,Baroness,D'Souza,Baroness D'Souza,Crossbench,,020 7219 3670,020 7219 3670,,dsouzaf@parliament.uk,
4220,Lord,Dannatt,Lord Dannatt,Crossbench,,020 7219 8949,020 7219 8949,,dannattr@parliament.uk,
3808,Lord,Dear,Lord Dear,Crossbench,,020 7219 5353,020 7219 5353,,deargj@parliament.uk,
4433,Baroness,Debbonaire,Baroness Debbonaire,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3756,Baroness,Deech,Baroness Deech,Crossbench,,020 7219 5353,020 7219 5353,,deechr@parliament.uk,
4166,Baroness,Donaghy,Baroness Donaghy,Labour,,020 7219 5353,020 7219 5353,,donaghyr@parliament.uk,
4197,Baroness,Doocey,Baroness Doocey,Liberal Democrat,,020 7219 0926,020 7219 0926,,dooceyd@parliament.uk,
4155,Baroness,Drake,Baroness Drake,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3669,Lord,Drayson,Lord Drayson,Labour,,020 7219 5353,020 7219 5353,,draysonp@parliament.uk,
805,Lord,Dubs,Lord Dubs,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2194,The,Duke of Norfolk,The Duke of Norfolk,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3147,The,Duke of Somerset,The Duke of Somerset,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4541,The,Duke of Wellington,The Duke of Wellington,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
810,Lord,Dykes,Lord Dykes,Crossbench,,020 7219 5353,020 7219 5353,,dykesh@parliament.uk,
2793,Lord,Eames,Lord Eames,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3391,The,Earl of Clancarty,The Earl of Clancarty,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4574,The,Earl of Cork and Orrery,The Earl of Cork and Orrery,Crossbench,,020 7219 3884,020 7219 3884,,corkj@parliament.uk,
4707,The,Earl of Devon,The Earl of Devon,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2804,The,Earl of Erroll,The Earl of Erroll,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2608,The,Earl of Glasgow,The Earl of Glasgow,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4354,The,Earl of Kinnoull,The Earl of Kinnoull,Crossbench,,020 7219 5353,020 7219 5353,,kinnoull@parliament.uk,
1864,The,Earl of Lytton,The Earl of Lytton,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3135,The,Earl of Rosslyn,The Earl of Rosslyn,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3137,The,Earl of Stair,The Earl of Stair,Crossbench,,020 7219 5353,020 7219 5353,,dalrymplej@parliament.uk,
2802,Lord,Eatwell,Lord Eatwell,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4127,Baroness,Elliott of Whitburn Bay,Baroness Elliott of Whitburn Bay,Labour,,020 7219 5353,020 7219 5353,,elliottj@parliament.uk,
4690,Baroness,Fairhead,Baroness Fairhead,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3670,Baroness,Falkner of Margravine,Baroness Falkner of Margravine,Crossbench,,020 7219 2809,020 7219 2809,,falknerk@parliament.uk,
4183,Lord,Faulks,Lord Faulks,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1531,Baroness,Featherstone,Baroness Featherstone,Liberal Democrat,,020 7219 5353,020 7219 5353,,featherstonel@parliament.uk,
3609,Baroness,Finlay of Llandaff,Baroness Finlay of Llandaff,Crossbench,,020 7219 6693,020 7219 6693,,finlayi@parliament.uk,
3791,Baroness,Ford,Baroness Ford,Crossbench,,020 7219 5353,020 7219 5353,,fordm@parliament.uk,
4969,Baroness,Foster of Aghadrumsee,Baroness Foster of Aghadrumsee,Non-affiliated,,0207 219 5353,0207 219 5353,,fosterab@parliament.uk,
315,Lord,Fowler,Lord Fowler,Crossbench,,020 7219 5353,020 7219 5353,,fowlern@parliament.uk,
4322,Lord,Fox,Lord Fox,Liberal Democrat,,020 7219 3215,020 7219 3215,,contactholmember@parliament.uk,
4887,Baroness,Fox of Buckley,Baroness Fox of Buckley,Non-affiliated,,020 7219 5353,020 7219 5353,,foxcr@parliament.uk,
5026,Baroness,Freeman of Steventon,Baroness Freeman of Steventon,Crossbench,,020 7219 5353,020 7219 5353,,freemana@parliament.uk,
2593,Lord,Freyberg,Lord Freyberg,Crossbench,,020 7219 5101,020 7219 5101,,freybergv@parliament.uk,
4575,Lord,Gadhia,Lord Gadhia,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3842,Baroness,Garden of Frognal,Baroness Garden of Frognal,Liberal Democrat,,020 7219 2747,020 7219 2747,,gardens@parliament.uk,
3688,Lord,Giddens,Lord Giddens,Labour,,020 7219 5353,020 7219 5353,,giddensa@parliament.uk,
4240,Lord,Glasman,Lord Glasman,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4944,Baroness,Gohir,Baroness Gohir,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
281,Baroness,Golding,Baroness Golding,Labour,,020 7219 4209,020 7219 4209,,goldingll@parliament.uk,
2490,Lord,Goldsmith,Lord Goldsmith,Labour,,020 7219 7500,020 7219 7500,,goldsmithp@parliament.uk,
3575,Baroness,Goudie,Baroness Goudie,Labour,,020 7219 5880,020 7219 5880,,goudie@parliament.uk,
2496,Lord,Grabiner,Lord Grabiner,Crossbench,,020 7219 5353,020 7219 5353,,grabinera@parliament.uk / agrabiner@oeclaw.co.uk,
5396,Baroness,Gray of Tottenham,Baroness Gray of Tottenham,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2166,Baroness,Greenfield,Baroness Greenfield,Crossbench,,020 7219 5353,020 7219 5353,,greenfieldsu@parliament.uk,
3569,Lord,Greenway,Lord Greenway,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4291,Baroness,Grender,Baroness Grender,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3862,Baroness,Grey-Thompson,Baroness Grey-Thompson,Crossbench,,020 7219 3143,020 7219 3143,,greythompsont@parliament.uk,
5375,Baroness,Griffin of Princethorpe,Baroness Griffin of Princethorpe,Labour,,020 7219 5353,020 7219 5353,,griffint@parliament.uk,
276,Lord,Grocott,Lord Grocott,Labour,,020 7219 5097,020 7219 5097,,grocottb@parliament.uk,
3580,Lord,Hacking,Lord Hacking,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3652,Baroness,Hale of Richmond,Baroness Hale of Richmond,Crossbench,,020 7219 5353,020 7219 5353,,haleb@parliament.uk,
4721,Baroness,Hallett,Baroness Hallett,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3767,Lord,Hameed,Lord Hameed,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4951,Lord,Hampton,Lord Hampton,Crossbench,,020 7219 5353,020 7219 5353,,pakingtonj@parliament.uk,
2652,Baroness,Hamwee,Baroness Hamwee,Liberal Democrat,,020 7219 5353,020 7219 5353,,hamwees@parliament.uk,
2648,Viscount,Hanworth,Viscount Hanworth,Labour,,020 7219 5353,020 7219 5353,,pollockd@parliament.uk,
2647,Lord,Hardie,Lord Hardie,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
150,Baroness,Harman,Baroness Harman,Labour,,020 7219 5353,020 7219 5353,,harmanh@parliament.uk,
2505,Baroness,Harris of Richmond,Baroness Harris of Richmond,Liberal Democrat,,020 7219 5353,020 7219 5353,,harrisa@parliament.uk,
4296,Lord,Haughey,Lord Haughey,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1649,Baroness,Hayman,Baroness Hayman,Crossbench,,020 7219 5083,020 7219 5083,,haymanh@parliament.uk,
5024,Baroness,Hazarika,Baroness Hazarika,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4179,Baroness,Healy of Primrose Hill,Baroness Healy of Primrose Hill,Labour,,020 7219 8912,020 7219 8912,,healyab@parliament.uk,
4723,Lord,Hendy,Lord Hendy,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
140,Baroness,Hodge of Barking,Baroness Hodge of Barking,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
210,Baroness,Hoey,Baroness Hoey,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2633,Lord,Hoffmann,Lord Hoffmann,Crossbench,,020 7219 6067,020 7219 6067,,hoffmann@parliament.uk,
4693,Lord,Hogan-Howe,Lord Hogan-Howe,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2632,Baroness,Hogg,Baroness Hogg,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2732,Lord,Hollick,Lord Hollick,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4190,Baroness,Hollins,Baroness Hollins,Crossbench,,020 7219 0520,020 7219 0520,,hollinss@parliament.uk,
4300,Baroness,Humphreys,Baroness Humphreys,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4725,Baroness,Hunt of Bethnal Green,Baroness Hunt of Bethnal Green,Crossbench,,020 7219 5353,020 7219 5353,,huntr@parliament.uk,
4221,Lord,Hussain,Lord Hussain,Liberal Democrat,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4164,Baroness,Hussein-Ece,Baroness Hussein-Ece,Liberal Democrat,,020 7219 5353,020 7219 5353,,ecem@parliament.uk,
1980,Lord,Inglewood,Lord Inglewood,Crossbench,,020 7219 3190,020 7219 3190,,inglewoodw@parliament.uk,
3838,Lord,Janvrin,Lord Janvrin,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1970,Baroness,Jay of Paddington,Baroness Jay of Paddington,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2155,St,John of Bletso,Lord St John of Bletso,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
530,Lord,Jones,Lord Jones,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2552,Lord,Jordan,Lord Jordan,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3766,Lord,Kakkar,Lord Kakkar,Crossbench,,020 7219 3000,020 7219 3000,,contactholmember@parliament.uk,
4225,Lord,Kestenbaum,Lord Kestenbaum,Labour,,020 7219 5353,020 7219 5353,,kestenbaumj@parliament.uk,
4258,Baroness,Kidron,Baroness Kidron,Crossbench,,020 7219 5353,020 7219 5353,,kidronb@parliament.uk,
657,Lord,Kilclooney,Lord Kilclooney,Crossbench,,020 7931 7211; 077 4596 1677,020 7931 7211; 077 4596 1677,,kilclooneyj@parliament.uk,
3788,Baroness,Kingsmill,Baroness Kingsmill,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
693,Lord,Kinnock,Lord Kinnock,Labour,,020 7219 8304,020 7219 8304,,kinnockn@parliament.uk,
1557,Baroness,Kramer,Baroness Kramer,Liberal Democrat,,020 7219 1492,020 7219 1492,,kramers@parliament.uk,
3736,Lord,Krebs,Lord Krebs,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2079,Lord,Laming,Lord Laming,Crossbench,,020 7219 8907,020 7219 8907,,lamingh@parliament.uk,
4973,Baroness,Lampard,Baroness Lampard,Non-affiliated,,0207 219 5353,0207 219 5353,,contactholmember@parliament.uk,
4275,Baroness,Lane-Fox of Soho,Baroness Lane-Fox of Soho,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4290,Baroness,Lawrence of Clarendon,Baroness Lawrence of Clarendon,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2540,Lord,Layard,Lord Layard,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4900,Lord,Lebedev,Lord Lebedev,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5382,Lord,Lemos,Lord Lemos,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4338,Lord,Lennie,Lord Lennie,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5381,Baroness,Levitt,Baroness Levitt,Labour,,020 7219 3000,020 7219 3000,,levitta@parliament.uk,
4156,Lord,Liddle,Lord Liddle,Labour,,020 7219 2132,020 7219 2132,,liddler@parliament.uk,
4234,Baroness,Lister of Burtersett,Baroness Lister of Burtersett,Labour,,020 7219 8984,020 7219 8984,,listerr@parliament.uk,
4351,Lord,Lisvane,Lord Lisvane,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2047,Lord,Londesborough,Lord Londesborough,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5392,Baroness,Longfield,Baroness Longfield,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4209,Lord,Loomba,Lord Loomba,Crossbench,,020 7219 5353,020 7219 5353,,loombar@parliament.uk,
1867,Baroness,Ludford,Baroness Ludford,Liberal Democrat,,020 7219 5353,020 7219 5353,,ludfords@parliament.uk,
4550,Lord,Lupton,Lord Lupton,Non-affiliated,,020 7219 5353,020 7219 5353,,luptonj@parliament.uk,
4563,Lord,Mair,Lord Mair,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1846,Baroness,Mallalieu,Baroness Mallalieu,Labour,,020 7219 5353,020 7219 5353,,mallalieua@parliament.uk,
3754,Lord,Mance,Lord Mance,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1387,Lord,Mann,Lord Mann,Labour,,020 7219 8130,020 7219 8130,,mannjl@parliament.uk,
3857,Baroness,Manningham-Buller,Baroness Manningham-Buller,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
5395,Baroness,Mattinson,Baroness Mattinson,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3830,Lord,Mawson,Lord Mawson,Crossbench,,020 7219 5353,020 7219 5353,,,
298,Lord,McCabe,Lord McCabe,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4554,Baroness,McGregor-Smith,Baroness McGregor-Smith,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2506,Baroness,McIntosh of Hudnall,Baroness McIntosh of Hudnall,Labour,,020 7219 8732,020 7219 8732,,mcintoshg@parliament.uk,
919,Lord,McNally,Lord McNally,Liberal Democrat,,020 7219 5443,020 7219 5443,,mcnallyt@parliament.uk,
4286,Lord,Mendelsohn,Lord Mendelsohn,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1940,Lord,Meston,Lord Meston,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
1934,Baroness,Miller of Chilthorne Domer,Baroness Miller of Chilthorne Domer,Liberal Democrat,,020 7219 5353,020 7219 5353,,millers@parliament.uk,
2570,Lord,Mitchell,Lord Mitchell,Labour,,020 7219 8657,020 7219 8657,,parrym@parliament.uk,
4186,Lord,Monks,Lord Monks,Labour,,020 7219 6943,020 7219 6943,,monksj@parliament.uk,
2555,Lord,Morgan,Lord Morgan,Labour,,020 7219 8616,020 7219 8616,,kenneth.morgan@hotmail.co.uk,
4027,Baroness,Morgan of Cotes,Baroness Morgan of Cotes,Non-affiliated,,020 7219 5353,020 7219 5353,,morganna@parliament.uk,
3685,Baroness,Morgan of Drefelin,Baroness Morgan of Drefelin,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2168,Baroness,Morgan of Huyton,Baroness Morgan of Huyton,Labour,,020 7219 5500,020 7219 5500,,morgan@parliament.uk,
305,Baroness,Morris of Yardley,Baroness Morris of Yardley,Labour,,020 7219 5353,020 7219 5353,,morrise@parliament.uk,
4914,Lord,Morse,Lord Morse,Crossbench,,020 7219 3156,020 7219 3156,,morsea@parliament.uk,
4539,Lord,Mountevans,Lord Mountevans,Crossbench,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
4968,Baroness,Moyo,Baroness Moyo,Non-affiliated,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
3690,Baroness,Neuberger,Baroness Neuberger,Crossbench,,020 7219 2716,020 7219 2716,,neubergerj@parliament.uk,
1916,Lord,Newby,Lord Newby,Liberal Democrat,,020 7219 8501,020 7219 8501,,newbyr@parliament.uk,
5393,Baroness,Nichols of Selby,Baroness Nichols of Selby,Labour,,020 7219 5353,020 7219 5353,,contactholmember@parliament.uk,
2539,Baroness,Northover,Baroness Northover,Liberal Democrat,,020 7219 8623,020 7219 8623,,northoverl@parliament.uk,
